ID,Đề mục lớn,User Story,Đề mục nhỏ,Loại Task,Quyền hạn,Ưu tiên,Trạng thái
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.9: Viết kịch bản kiểm thử đảm bảo file PDF xuất ra không bị lỗi phông chữ tiếng Việt hoặc tràn lề in.,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.10: Kiểm thử tích hợp: Bấm in -> Quét thử mã QR trên file PDF bằng điện thoại -> Trình duyệt điều hướng đúng về bản ghi chuỗi khối.,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.1: Thiết kế giao diện biểu mẫu cập nhật tọa độ (GPS Polygon) và diện tích thửa đất trên Dashboard của Cán bộ.,FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,"T21.2: Phát triển API Backend tiếp nhận dữ liệu thay đổi về tọa độ và diện tích cho hồ sơ ở trạng thái ""Chờ đối soát"".",BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,"T21.3: Lập trình logic kiểm tra ràng buộc: Chỉ cho phép chỉnh sửa khi hồ sơ chưa bị ""đóng băng"" dữ liệu để đưa lên chuỗi.",BE/Logic,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.4: Tích hợp thư viện bản đồ để hiển thị xem trước (Preview) khung ranh giới thửa đất sau khi cán bộ nhập tọa độ mới.,FE/Map,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.5: Xây dựng module tự động tính toán lại diện tích dựa trên các điểm tọa độ GPS vừa cập nhật để đối soát sai lệch.,BE/Logic,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,"T21.6: Thiết lập cơ chế ghi nhật ký hệ thống (Audit Log): Lưu vết giá trị cũ, giá trị mới, ID cán bộ và thời điểm thực hiện chỉnh sửa.",BE/Security,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.7: Cập nhật Schema Database để lưu trữ lịch sử các phiên bản thay đổi (Versioning) của bản vẽ kỹ thuật.,BE/DB,AD,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.8: Thiết kế UI hiển thị bảng lịch sử thay đổi (Timeline Audit) ngay trong trang chi tiết hồ sơ để Lãnh đạo tiện theo dõi.,FE,"CB, LĐ",3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.9: Viết Unit Test kiểm tra tính chính xác của dữ liệu tọa độ mới: Đảm bảo không nhập sai định dạng hoặc tọa độ không khép kín.,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US21: Cập nhật thông tin bản vẽ kỹ thuật sau khi đối soát,T21.10: Thực hiện kiểm thử tích hợp (Integration Test) luồng: Cán bộ sửa dữ liệu -> Hệ thống ghi log -> Dashboard cập nhật thông tin mới.,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,T23.1: Nghiên cứu các bộ mã lý do từ chối mẫu (Rejection codes) theo quy định hành chính để chuẩn hóa dữ liệu đầu vào.,BE/Research,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,"T23.2: Thiết kế giao diện (UI) cửa sổ xác nhận (Modal) ""Từ chối hồ sơ"" với trường nhập liệu lý do bắt buộc.",FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,T23.3: Cập nhật Schema Database thêm cột lưu trữ nội dung lý do từ chối (RejectionReason) liên kết với mã hồ sơ.,BE/DB,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,"T23.4: Phát triển API Backend tiếp nhận yêu cầu từ chối, lưu trữ lý do và kiểm tra tính hợp lệ của dữ liệu đầu vào.",BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,"T23.5: Lập trình logic Workflow: Tự động chuyển trạng thái hồ sơ sang ""Cần bổ sung"" ngay sau khi cán bộ xác nhận từ chối.",BE/Logic,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,"T23.6: Xây dựng ràng buộc Validation trên giao diện: Vô hiệu hóa nút ""Xác nhận"" nếu trường lý do đang để trống.",FE/Logic,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,T23.7: Tích hợp hệ thống Notification gửi thông báo đẩy (Push) và Email nội dung lý do từ chối đến tài khoản của Người dân.,BE/Integration,ND,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,T23.8: Thiết kế UI phía Người dân hiển thị nổi bật nội dung lý do sai sót và các tài liệu cần chỉnh sửa lại.,FE,ND,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,"T23.9: Ghi nhận sự kiện từ chối vào nhật ký hệ thống (Audit Log) bao gồm ID cán bộ, thời gian và nội dung lý do để phục vụ hậu kiểm.",BE/Security,AD,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US23: Từ chối hồ sơ kèm lý do chi tiết,T23.10: Thực hiện kiểm thử tích hợp (Integration Test) luồng: Cán bộ bấm từ chối -> Nhập lý do -> Người dân nhận thông báo chính xác.,Testing,"CB, ND",3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.1: Phát triển API Backend tính toán Thuế thu nhập cá nhân (2%) và Lệ phí trước bạ dựa trên giá trị giao dịch .,BE,ND,1,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.10: Thiết kế thông báo nhắc nộp thuế (Push Notification) gửi đến người mua khi hợp đồng đã được cán bộ xác nhận.,BE,ND,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.2: Thiết kế giao diện (UI) hiển thị bảng chi tiết các khoản phí và tổng tiền cần nộp .,FE,ND,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.3: Tích hợp cổng thanh toán trực tuyến (VNPay/Momo/Ngân hàng) để người dân nộp thuế ngay trên ứng dụng.,BE,ND,1,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,"T14.4: Xây dựng logic cập nhật trạng thái ""Đã nộp thuế"" lên Smart Contract sau khi nhận được callback thành công từ cổng thanh toán.",BE/BC,AD,1,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.5: Phát triển chức năng tự động sinh biên lai điện tử có gắn mã giao dịch Blockchain (TxHash) để đối soát.,BE,ND,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.6: Xây dựng bảng cấu hình tham số thuế/phí động cho Admin để dễ dàng cập nhật khi luật thay đổi .,BE/FE,AD,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.7: Phát triển API báo cáo thống kê doanh thu thuế từ các giao dịch bất động sản cho Lãnh đạo .,BE,"LĐ, AD",2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.8: Xây dựng module kiểm tra đối soát (Reconciliation) giữa tiền thực nhận tại ngân hàng và trạng thái trên hệ thống.,BE/Logic,AD,1,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,US07: Xem ước tính thuế và lệ phí trước bạ tự động,T14.9: Viết Unit Test cho công thức tính thuế: Đảm bảo tính toán chính xác với các khung giá đất khác nhau.,Testing,AD,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.1: Nghiên cứu và thiết lập bảng cấu hình (System Configuration) trong Database để lưu trữ các tham số thuế/phí dưới dạng biến động thay vì Hard-code.,BE/DB,AD,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.1: Phát triển giao diện Admin cho phép thay đổi tỷ lệ % thuế TNCN và lệ phí trước bạ.,FE,AD,4,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.10: Thực hiện kiểm thử tích hợp (Integration Test) luồng: Thay đổi % thuế tại trang Admin -> Kiểm tra kết quả hiển thị tại màn hình ước tính thuế của Người dân.,Testing,"ND, AD",3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.2: Phát triển giao diện Admin (UI/UX) cho phép quản trị viên thay đổi tỷ lệ % thuế TNCN và lệ phí trước bạ trực quan.,FE,AD,4,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.2: Phát triển module Audit Log để lưu lại lịch sử thay đổi tham số nhằm phục vụ đối chiếu về sau.,BE/DB,AD,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)","T17.3: Xây dựng module Audit Log để tự động ghi lại lịch sử mọi thay đổi tham số (ai sửa, sửa lúc nào, giá trị cũ và mới) phục vụ đối chiếu.",BE/DB,AD,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.4: Phát triển API cập nhật tham số cấu hình hệ thống với cơ chế xác thực quyền quản trị viên nghiêm ngặt.,BE,AD,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.5: Lập trình logic Backend để module tính toán thuế (EP08) truy xuất trực tiếp giá trị từ bảng cấu hình thay vì sử dụng hằng số.,BE/Logic,AD,2,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.6: Xây dựng chức năng kiểm tra dữ liệu đầu vào (Validation) trên Form cấu hình để ngăn chặn việc nhập giá trị âm hoặc sai định dạng.,FE/Logic,AD,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.7: Phát triển giao diện xem lịch sử biến động tham số (Timeline/Audit View) dành riêng cho quản trị viên.,FE,AD,4,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.8: Viết Unit Test cho công thức tính toán sử dụng tham số động: Đảm bảo kết quả tính thuế thay đổi chính xác ngay sau khi cập nhật cấu hình.,Testing,AD,3,Chưa bắt đầu
EP08,Tính toán Thuế/Phí tự động,"US17: Cấu hình các tham số động (Thuế, Phí)",T17.9: Lên kịch bản kiểm thử bảo mật (Security Testing) để đảm bảo không người dùng nào ngoài Admin có thể can thiệp vào bảng cấu hình thuế.,Testing,AD,3,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.1: Nghiên cứu và lựa chọn thư viện quét mã QR (như html5-qrcode hoặc zxing) phù hợp cho Web/Mobile App.,FE/Research,"CS, ND",1,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.10: Thực hiện kiểm thử tích hợp (Integration Test) luồng: Quét camera -> Gọi API -> Truy vấn Blockchain -> Trả kết quả UI.,Testing,"CS, ND",3,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.2: Thiết kế giao diện (UI/UX) màn hình quét mã bao gồm khung ngắm camera và nút bật/tắt đèn flash.,FE,"CS, ND",3,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.3: Phát triển chức năng yêu cầu quyền truy cập Camera và giải mã thông tin từ mã QR (lấy TxHash hoặc ID).,FE,"CS, ND",1,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.4: Phát triển API tra cứu thông tin trực tiếp từ Blockchain dựa trên dữ liệu đã giải mã.,BE,AD,1,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.5: Lập trình logic đối soát: So sánh dữ liệu QR với bản ghi trên chuỗi để xác định tính thật/giả.,BE/Logic,AD,1,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,"T09.6: Thiết kế giao diện hiển thị kết quả: Màu xanh cho ""Hợp lệ"", màu đỏ cho ""Giả mạo/Hết hạn"".",FE,"CS, ND",3,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.7: Phát triển module hiển thị thông tin chi tiết chủ sở hữu và lịch sử biến động thửa đất sau khi quét thành công.,FE,"CS, ND",3,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,T09.8: Tối ưu hóa mã nguồn và kết nối mạng để đảm bảo thời gian phản hồi kết quả dưới 3 giây.,BE/Performance,AD,2,Chưa bắt đầu
EP09,QR Code Verification,US09: Quét mã QR kiểm tra tính hợp lệ của giấy phép,"T09.9: Viết kịch bản kiểm thử (Test Case) cho các trường hợp: mã QR bị mờ, mã QR giả, hoặc không có kết nối Internet.",Testing,"CS, ND",3,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.1: Nghiên cứu tích hợp thư viện bản đồ (Google Maps API / Mapbox) phù hợp với nền tảng Web/Mobile.,FE/Research,CS,1,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.10: Thực hiện kiểm thử thực địa (Field Testing) bằng thiết bị thật để đánh giá độ chính xác của khung ranh giới so với đất thực tế.,Testing,CS,4,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.2: Cập nhật Smart Contract/Metadata NFT để lưu trữ mảng tọa độ GPS (Polygon) mô tả khung ranh giới thửa đất.,BC/DB,AD,1,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.3: Thiết kế UI module bản đồ hiển thị ngay bên dưới thông tin chi tiết sau khi Cảnh sát quét mã QR thành công.,FE,CS,2,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.4: Phát triển API Backend giải mã và trích xuất chuỗi tọa độ địa lý từ dữ liệu Metadata của NFT.,BE,CS,2,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.5: Tích hợp và hiển thị trực quan lớp bản đồ địa chính (Cadastral layer) của cơ quan nhà nước lên nền tảng bản đồ.,FE/Map,CS,2,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.6: Lập trình chức năng vẽ khung ranh giới thửa đất (Polygon) lên bản đồ theo tọa độ lấy từ Blockchain.,FE/Map,CS,2,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.7: Xây dựng chức năng định vị vị trí hiện tại của Cảnh sát (Geolocation) bằng GPS thiết bị để dễ dàng đối chiếu.,FE/Logic,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.8: Tối ưu hóa tải dữ liệu bản đồ cache off-line một phần để ứng dụng hoạt động ổn định khi mạng di động (3G) yếu.,FE/Performance,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US38: Xem vị trí thửa đất trực quan trên bản đồ khi kiểm tra,T38.9: Viết kịch bản kiểm thử hiển thị với dữ liệu tọa độ lỗi (tọa độ không khép kín hoặc ngoài lãnh thổ hợp lệ).,Testing,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,T46.1: Cập nhật Database thêm bảng lưu trữ Báo cáo gian lận liên kết với Transaction Hash và User ID của Cảnh sát.,BE/DB,AD,1,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,"T46.2: Thiết kế giao diện Form ""Báo cáo sai phạm"" hiển thị ngay sau màn hình quét kết quả QR Code.",FE,CS,1,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,T46.3: Phát triển chức năng gọi Camera thiết bị để chụp ảnh bằng chứng hoặc tải file ảnh đính kèm từ thư viện.,FE,CS,1,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,"T46.4: Xây dựng API tiếp nhận báo cáo gian lận, lưu trữ nội dung văn bản và đẩy file ảnh bằng chứng lên IPFS/Cloud.",BE,CS,1,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,"T46.5: Lập trình Smart Contract chức năng ""Đóng băng khẩn cấp"" (Freeze) tài sản nếu nhận được báo cáo từ Cảnh sát.",BC,AD,2,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,"T46.6: Thiết kế màn hình ""Quản lý vi phạm"" trên Dashboard để Admin/Lãnh đạo xem xét nội dung và hình ảnh bằng chứng.",FE,"AD, LĐ",2,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,T46.7: Tích hợp hệ thống Notification gửi cảnh báo khẩn đến Lãnh đạo Sở ngay khi hồ sơ báo cáo được submit.,BE/Notification,LĐ,2,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,T46.8: Xây dựng luồng phê duyệt báo cáo: Lãnh đạo chọn Khóa vĩnh viễn NFT (nếu đúng) hoặc Bác bỏ báo cáo (mở lại tài sản).,BE/BC,LĐ,2,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,"T46.9: Viết Unit Test cho API gửi báo cáo, đảm bảo hình ảnh đính kèm được lưu trữ toàn vẹn và không bị lỗi mã hóa.",Testing,AD,3,Chưa bắt đầu
EP09,QR Code Verification,US46: Báo cáo hành vi gian lận thông tin ngay trên App,T46.10: Kiểm thử E2E: Cảnh sát báo cáo -> Tài sản bị khóa tạm thời -> Lãnh đạo kiểm duyệt -> Trạng thái Blockchain thay đổi.,Testing,"CS, LĐ",3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,"T28.1: Nghiên cứu kỹ thuật truy vấn dữ liệu sự kiện (Event Logs) từ Smart Contract để lọc các bản ghi liên quan đến trạng thái ""Tranh chấp"".",BC/Research,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,"T28.2: Thiết kế giao diện (UI/UX) mục ""Lịch sử biến động"" hiển thị các mốc thời gian tranh chấp theo dạng Timeline.",FE,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.3: Phát triển API Backend để truy xuất toàn bộ lịch sử Provenance từ Blockchain dựa trên Token ID của thửa đất.,BE,AD,3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,"T28.4: Lập trình logic phân loại các loại biến động: Chuyển nhượng, Tách thửa, Tranh chấp, Thế chấp để hiển thị nhãn (Label) tương ứng.",BE/Logic,AD,4,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,"T28.5: Xây dựng module hiển thị chi tiết nội dung giải quyết tranh chấp (mã biên bản, cơ quan giải quyết) cho từng bản ghi lịch sử.",FE,CS,3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.6: Tích hợp Middleware kiểm tra quyền hạn (RBAC): Đảm bảo chỉ tài khoản Cảnh sát/Cán bộ kiểm tra mới xem được chi tiết lịch sử tranh chấp nhạy cảm.,BE/Security,AD,1,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.7: Tối ưu hóa hiệu suất truy vấn dữ liệu lịch sử để đảm bảo thông tin hiển thị trên thiết bị di động của Cảnh sát trong dưới 3 giây.,BE/Performance,AD,2,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.8: Phát triển chức năng lưu trữ tạm thời (Local Cache) dữ liệu lịch sử vừa quét để Cảnh sát có thể xem lại khi mất kết nối mạng đột ngột.,FE/Logic,CS,4,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.9: Viết kịch bản kiểm thử (Test Case) cho các thửa đất có lịch sử biến động phức tạp (nhiều lần tranh chấp và chuyển nhượng).,Testing,AD,3,Chưa bắt đầu
EP09,QR Code Verification,US28: Xem lịch sử tranh chấp cũ của thửa đất khi quét QR,T28.10: Kiểm thử tích hợp (Integration Test) luồng: Quét QR -> Xác thực quyền Cảnh sát -> Hiển thị chính xác dòng thời gian tranh chấp từ Blockchain.,Testing,CS,3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.1: Nghiên cứu kỹ thuật truy vấn dữ liệu lịch sử (Provenance) từ các Event của Smart Contract trên Blockchain.,BC/Research,"ND, CB, LĐ, CS",3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.10: Kiểm thử tích hợp (Integration Test) luồng: Chọn thửa đất -> Gọi API lịch sử -> Hiển thị Timeline trên UI.,Testing,"ND, CB",3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.2: Thiết kế giao diện (UI/UX) dạng Timeline hiển thị các mốc thời gian biến động của thửa đất.,FE,"ND, CB, LĐ, CS",4,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.3: Phát triển API Backend để truy xuất toàn bộ lịch sử giao dịch và thay đổi từ Blockchain.,BE,AD,3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.4: Lập trình logic sắp xếp danh sách các chủ sở hữu cũ theo thứ tự thời gian từ cũ đến mới.,BE/Logic,AD,4,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.5: Xây dựng module hiển thị chi tiết các lần thay đổi diện tích hoặc mục đích sử dụng đất trong từng bản ghi.,FE,"ND, CB, LĐ, CS",3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.6: Tích hợp liên kết (Hyperlink) cho mỗi bản ghi dẫn đến trình khám phá Blockchain (Explorer) qua mã giao dịch (TxHash).,FE,"ND, CB, LĐ, CS",3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.7: Phát triển chức năng lọc lịch sử theo khoảng thời gian hoặc theo loại biến động (chuyển nhượng/tách thửa).,FE/BE,"ND, CB, LĐ, CS",3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.8: Tối ưu hóa hiệu suất truy vấn để đảm bảo hiển thị Timeline mượt mà ngay cả với các thửa đất có lịch sử phức tạp.,BE/Performance,AD,3,Chưa bắt đầu
EP10,Truy xuất nguồn gốc,US10: Xem dòng thời gian (Timeline) lịch sử biến động thửa đất,T10.9: Viết Unit Test kiểm tra tính chính xác của dữ liệu lịch sử so với dữ liệu thực tế trên Blockchain.,Testing,AD,3,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,T11.1: Nghiên cứu các chỉ số KPI về thời gian xử lý hồ sơ hành chính công để thiết lập ngưỡng cảnh báo.,BE/Research,"AD, LĐ",1,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,T11.10: Thực hiện kiểm thử tích hợp (Integration Test) luồng: Ghi nhận hồ sơ mới -> Cập nhật biểu đồ Dashboard -> Hiển thị cảnh báo quá hạn.,Testing,"AD, LĐ",3,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,"T11.2: Thiết kế giao diện (UI/UX) Dashboard bao gồm các biểu đồ cột, biểu đồ tròn hiển thị phân bổ hồ sơ theo phòng ban.",FE,"AD, LĐ",1,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,"T11.3: Phát triển API thống kê số lượng hồ sơ theo từng trạng thái (Đang xử lý, Chờ duyệt, Hoàn thành) trong thời gian thực.",BE,AD,1,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,"T11.4: Lập trình logic hậu kiểm: Tự động lọc và gắn nhãn ""Cảnh báo"" cho các hồ sơ quá hạn (ví dụ > 3 ngày).",BE/Logic,AD,1,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,T11.5: Xây dựng module hiển thị danh sách hồ sơ tồn đọng kèm thông tin cán bộ đang thụ lý để lãnh đạo tiện đôn đốc.,FE,LĐ,1,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,T11.6: Phát triển tính năng xuất báo cáo hiệu suất làm việc của cán bộ theo tuần/tháng (định dạng PDF/Excel).,BE/FE,"AD, LĐ",3,Chưa bắt đầu
EP11,Dashboard thời gian thực,US11: Theo dõi Dashboard biểu đồ hồ sơ tồn đọng,T11.7: Tích hợp WebSocket hoặc cơ chế Polling để cập nhật số liệu trên Dashboard ngay khi có biến động trên Blockchain.,BE/Infra,AD,2,Chưa bắt đầu
